date,publish_date,cnn_fear_greed,cnn_fear_greed_pctl,is_proxy
2025-05-02,2025-05-02,38.28571428571429,34.13,False
2025-05-05,2025-05-05,53.057142857142864,74.21,False
2025-05-06,2025-05-06,54.65714285714286,75.4,False
2025-05-07,2025-05-07,54.142857142857146,73.81,False
2025-05-08,2025-05-08,57.65714285714286,80.16,False
2025-05-09,2025-05-09,60.02857142857143,83.33,False
2025-05-12,2025-05-12,64.4857142857143,89.29,False
2025-05-13,2025-05-13,68.2,92.86,False
2025-05-14,2025-05-14,70.4,95.63,False
2025-05-15,2025-05-15,69.14285714285714,93.25,False
2025-05-16,2025-05-16,70.60000000000001,96.03,False
2025-05-19,2025-05-19,69.74285714285715,93.25,False
2025-05-20,2025-05-20,69.17142857142858,92.46,False
2025-05-21,2025-05-21,66.22857142857143,88.49,False
2025-05-22,2025-05-22,66.8,90.08,False
2025-05-23,2025-05-23,64.08571428571429,85.32,False
2025-05-27,2025-05-27,65.74285714285715,87.3,False
2025-05-28,2025-05-28,64.74285714285715,85.71,False
2025-05-29,2025-05-29,64.45714285714287,84.92,False
2025-05-30,2025-05-30,61.91428571428571,81.75,False
2025-06-02,2025-06-02,62.42857142857144,81.75,False
2025-06-03,2025-06-03,54.57142857142857,70.63,False
2025-06-04,2025-06-04,54.88571428571429,71.83,False
2025-06-05,2025-06-05,57.97142857142858,76.59,False
2025-06-06,2025-06-06,61.77142857142858,80.95,False
2025-06-09,2025-06-09,63.42857142857143,82.94,False
2025-06-10,2025-06-10,64.0,83.73,False
2025-06-11,2025-06-11,64.2,84.13,False
2025-06-12,2025-06-12,64.6,85.32,False
2025-06-13,2025-06-13,59.54285714285715,75.79,False
2025-06-16,2025-06-16,61.114285714285714,78.57,False
2025-06-17,2025-06-17,57.42857142857144,72.22,False
2025-06-18,2025-06-18,54.285714285714285,65.87,False
2025-06-20,2025-06-20,54.51428571428573,66.27,False
2025-06-23,2025-06-23,56.60000000000001,70.63,False
2025-06-24,2025-06-24,57.885714285714286,73.41,False
2025-06-25,2025-06-25,59.25714285714286,74.6,False
2025-06-26,2025-06-26,63.00000000000001,80.95,False
2025-06-27,2025-06-27,64.8,85.71,False
2025-06-30,2025-06-30,69.22857142857143,92.46,False
2025-07-01,2025-07-01,67.54285714285714,90.08,False
2025-07-02,2025-07-02,63.71428571428572,80.56,False
2025-07-03,2025-07-03,77.62857142857145,100.0,False
2025-07-07,2025-07-07,75.08571428571429,99.6,False
2025-07-08,2025-07-08,74.62857142857142,99.21,False
2025-07-09,2025-07-09,75.91428571428571,99.6,False
2025-07-10,2025-07-10,76.97142857142856,99.6,False
2025-07-11,2025-07-11,75.25714285714285,98.81,False
2025-07-14,2025-07-14,76.11428571428573,99.21,False
2025-07-15,2025-07-15,73.4857142857143,96.43,False
2025-07-16,2025-07-16,72.94285714285715,96.03,False
2025-07-17,2025-07-17,74.17142857142858,96.83,False
2025-07-18,2025-07-18,73.94285714285715,96.43,False
2025-07-21,2025-07-21,73.28571428571429,95.24,False
2025-07-22,2025-07-22,73.88571428571429,96.03,False
2025-07-23,2025-07-23,76.3714285714286,99.21,False
2025-07-24,2025-07-24,75.25714285714287,98.02,False
2025-07-25,2025-07-25,74.65714285714286,96.83,False
2025-07-28,2025-07-28,73.8,94.44,False
2025-07-29,2025-07-29,70.62857142857143,89.29,False
2025-07-30,2025-07-30,68.02857142857142,82.94,False
2025-07-31,2025-07-31,63.71428571428572,73.02,False
2025-08-01,2025-08-01,49.8,50.0,False
2025-08-04,2025-08-04,56.885714285714286,61.11,False
2025-08-05,2025-08-05,55.02857142857143,57.94,False
2025-08-06,2025-08-06,55.31428571428573,58.33,False
2025-08-07,2025-08-07,54.71428571428572,56.35,False
2025-08-08,2025-08-08,58.37142857142857,63.49,False
2025-08-11,2025-08-11,57.62857142857143,61.9,False
2025-08-12,2025-08-12,62.25714285714286,69.84,False
2025-08-13,2025-08-13,63.34285714285714,71.83,False
2025-08-14,2025-08-14,63.25714285714287,71.43,False
2025-08-15,2025-08-15,63.54285714285715,72.22,False
2025-08-18,2025-08-18,64.2,75.0,False
2025-08-19,2025-08-19,59.88571428571429,63.89,False
2025-08-20,2025-08-20,55.91428571428572,55.16,False
2025-08-21,2025-08-21,52.60000000000001,49.21,False
2025-08-22,2025-08-22,55.54285714285715,54.76,False
2025-08-25,2025-08-25,53.942857142857136,49.6,False
2025-08-26,2025-08-26,55.4,54.37,False
2025-08-27,2025-08-27,59.11428571428572,61.9,False
2025-08-28,2025-08-28,64.42857142857143,75.4,False
2025-08-29,2025-08-29,61.54285714285714,66.67,False
2025-09-02,2025-09-02,62.45714285714286,68.25,False
2025-09-03,2025-09-03,61.371428571428574,65.87,False
2025-09-04,2025-09-04,61.17142857142858,65.08,False
2025-09-05,2025-09-05,58.68571428571429,59.13,False
2025-09-08,2025-09-08,58.22857142857144,58.33,False
2025-09-09,2025-09-09,57.942857142857136,57.54,False
2025-09-10,2025-09-10,57.94285714285714,57.54,False
2025-09-11,2025-09-11,60.34285714285715,63.49,False
2025-09-12,2025-09-12,61.34285714285714,65.48,False
2025-09-15,2025-09-15,64.45714285714287,75.79,False
2025-09-16,2025-09-16,64.37142857142858,74.21,False
2025-09-17,2025-09-17,63.77142857142858,71.43,False
2025-09-18,2025-09-18,66.54285714285714,80.56,False
2025-09-19,2025-09-19,66.22857142857144,79.37,False
2025-09-22,2025-09-22,66.51428571428572,80.16,False
2025-09-23,2025-09-23,56.771428571428565,51.19,False
2025-09-24,2025-09-24,54.57142857142857,46.43,False
2025-09-25,2025-09-25,50.65714285714286,42.46,False
2025-09-26,2025-09-26,51.28571428571428,43.25,False
2025-09-29,2025-09-29,50.97142857142857,42.86,False
2025-09-30,2025-09-30,51.40000000000001,44.44,False
2025-10-01,2025-10-01,52.48571428571428,45.24,False
2025-10-02,2025-10-02,54.54285714285715,48.02,False
2025-10-03,2025-10-03,52.57142857142857,45.63,False
2025-10-06,2025-10-06,53.971428571428575,47.22,False
2025-10-07,2025-10-07,51.85714285714285,44.84,False
2025-10-08,2025-10-08,52.942857142857136,46.83,False
2025-10-09,2025-10-09,48.62857142857143,39.29,False
2025-10-10,2025-10-10,30.14285714285714,21.83,False
2025-10-13,2025-10-13,29.74285714285714,21.83,False
2025-10-14,2025-10-14,28.285714285714285,19.44,False
2025-10-15,2025-10-15,27.41428571428571,18.65,False
2025-10-16,2025-10-16,23.11428571428572,14.68,False
2025-10-17,2025-10-17,22.32857142857143,13.49,False
2025-10-20,2025-10-20,29.85714285714286,23.81,False
2025-10-21,2025-10-21,28.542857142857148,21.43,False
2025-10-22,2025-10-22,26.37142857142857,18.65,False
2025-10-23,2025-10-23,27.571428571428573,20.63,False
2025-10-24,2025-10-24,32.45714285714286,27.38,False
2025-10-27,2025-10-27,37.34285714285715,32.14,False
2025-10-28,2025-10-28,39.34285714285714,34.52,False
2025-10-29,2025-10-29,42.114285714285714,37.7,False
2025-10-30,2025-10-30,37.05714285714286,31.75,False
2025-10-31,2025-10-31,34.45714285714286,30.16,False
2025-11-03,2025-11-03,32.6,27.78,False
2025-11-04,2025-11-04,20.94285714285714,10.71,False
2025-11-05,2025-11-05,23.057142857142857,15.48,False
2025-11-06,2025-11-06,24.342857142857145,17.46,False
2025-11-07,2025-11-07,20.428571428571427,10.32,False
2025-11-10,2025-11-10,29.942857142857143,26.98,False
2025-11-11,2025-11-11,30.457142857142856,28.17,False
2025-11-12,2025-11-12,34.57142857142858,34.13,False
2025-11-13,2025-11-13,24.542857142857144,18.25,False
2025-11-14,2025-11-14,22.057142857142853,13.49,False
2025-11-17,2025-11-17,11.642857142857142,3.97,False
2025-11-18,2025-11-18,8.9,2.38,False
2025-11-19,2025-11-19,7.857142857142857,1.98,False
2025-11-20,2025-11-20,5.171428571428572,1.19,False
2025-11-21,2025-11-21,5.6571428571428575,2.38,False
2025-11-24,2025-11-24,13.685714285714283,8.73,False
2025-11-25,2025-11-25,15.028571428571428,9.13,False
2025-11-26,2025-11-26,17.657142857142862,12.3,False
2025-11-28,2025-11-28,21.77142857142857,16.67,False
2025-12-01,2025-12-01,22.085714285714285,17.86,False
2025-12-02,2025-12-02,23.257142857142856,21.03,False
2025-12-03,2025-12-03,24.77142857142857,23.41,False
2025-12-04,2025-12-04,36.02857142857143,40.48,False
2025-12-05,2025-12-05,38.142857142857146,43.25,False
2025-12-08,2025-12-08,40.77142857142858,46.43,False
2025-12-09,2025-12-09,40.94285714285714,46.83,False
2025-12-10,2025-12-10,36.371428571428574,40.87,False
2025-12-11,2025-12-11,43.74285714285714,50.4,False
2025-12-12,2025-12-12,39.285714285714285,45.24,False
2025-12-15,2025-12-15,49.31428571428573,55.95,False
2025-12-16,2025-12-16,46.4,53.57,False
2025-12-17,2025-12-17,37.68571428571429,43.25,False
2025-12-18,2025-12-18,42.371428571428574,50.0,False
2025-12-19,2025-12-19,44.2,52.38,False
2025-12-22,2025-12-22,54.88571428571429,65.48,False
2025-12-23,2025-12-23,58.57142857142857,72.22,False
2025-12-24,2025-12-24,58.0,71.03,False
2025-12-26,2025-12-26,54.85714285714285,63.89,False
2025-12-29,2025-12-29,47.885714285714286,54.37,False
2025-12-30,2025-12-30,46.114285714285714,52.38,False
2025-12-31,2025-12-31,43.25714285714286,48.02,False
2026-01-02,2026-01-02,45.22857142857142,50.79,False
2026-01-05,2026-01-05,47.60000000000001,53.57,False
2026-01-06,2026-01-06,52.85714285714285,58.73,False
2026-01-07,2026-01-07,48.57142857142857,53.97,False
2026-01-08,2026-01-08,48.371428571428574,53.57,False
2026-01-09,2026-01-09,54.114285714285714,60.32,False
2026-01-12,2026-01-12,58.0,71.03,False
2026-01-13,2026-01-13,59.085714285714296,72.62,False
2026-01-14,2026-01-14,58.62857142857143,71.83,False
2026-01-15,2026-01-15,63.65714285714286,80.95,False
2026-01-16,2026-01-16,63.77142857142858,82.14,False
2026-01-20,2026-01-20,50.85714285714287,53.17,False
2026-01-21,2026-01-21,53.85714285714285,57.14,False
2026-01-22,2026-01-22,54.771428571428565,61.51,False
2026-01-23,2026-01-23,54.885714285714286,61.9,False
2026-01-26,2026-01-26,57.65714285714286,67.06,False
2026-01-27,2026-01-27,64.97142857142858,86.9,False
2026-01-28,2026-01-28,65.54285714285713,86.9,False
2026-01-29,2026-01-29,63.82857142857143,81.35,False
2026-01-30,2026-01-30,58.60000000000001,69.44,False
2026-02-02,2026-02-02,63.40000000000001,78.17,False
2026-02-03,2026-02-03,43.34285714285714,41.27,False
2026-02-04,2026-02-04,47.22857142857144,45.63,False
2026-02-05,2026-02-05,34.94285714285714,32.54,False
2026-02-06,2026-02-06,45.371428571428574,43.25,False
2026-02-09,2026-02-09,48.4857142857143,47.22,False
2026-02-10,2026-02-10,47.22857142857144,45.24,False
2026-02-11,2026-02-11,49.91428571428571,48.81,False
2026-02-12,2026-02-12,36.35714285714285,33.33,False
2026-02-13,2026-02-13,33.84285714285714,31.35,False
2026-02-17,2026-02-17,33.31428571428572,31.35,False
2026-02-18,2026-02-18,34.157142857142865,32.14,False
2026-02-19,2026-02-19,34.400000000000006,32.54,False
2026-02-20,2026-02-20,42.34285714285715,40.48,False
2026-02-23,2026-02-23,32.542857142857144,30.56,False
2026-02-24,2026-02-24,40.25714285714286,38.89,False
2026-02-25,2026-02-25,43.142857142857146,41.27,False
2026-02-26,2026-02-26,42.91428571428571,40.87,False
2026-02-27,2026-02-27,41.17142857142857,38.89,False
2026-03-02,2026-03-02,34.285714285714285,31.35,False
2026-03-03,2026-03-03,31.628571428571423,27.38,False
2026-03-04,2026-03-04,33.07142857142857,29.76,False
2026-03-05,2026-03-05,31.62857142857143,26.98,False
2026-03-06,2026-03-06,25.25714285714286,20.24,False
2026-03-09,2026-03-09,22.228571428571428,15.48,False
2026-03-10,2026-03-10,20.27142857142857,10.71,False
2026-03-11,2026-03-11,18.314285714285717,9.92,False
2026-03-13,2026-03-13,16.671428571428574,9.13,False
2026-03-16,2026-03-16,23.91428571428572,18.25,False
2026-03-17,2026-03-17,22.88571428571429,16.67,False
2026-03-18,2026-03-18,13.614285714285714,7.14,False
2026-03-19,2026-03-19,18.314285714285717,9.92,False
2026-03-20,2026-03-20,8.4,3.57,False
2026-03-23,2026-03-23,11.62857142857143,5.16,False
2026-03-24,2026-03-24,10.35714285714286,4.76,False
2026-03-25,2026-03-25,16.542857142857144,9.92,False
2026-03-26,2026-03-26,10.257142857142858,4.76,False
2026-03-27,2026-03-27,8.171428571428573,3.17,False
2026-03-30,2026-03-30,5.771428571428572,2.78,False
2026-03-31,2026-03-31,14.885714285714284,10.32,False
2026-04-01,2026-04-01,15.857142857142858,11.11,False
2026-04-02,2026-04-02,18.285714285714285,13.1,False
2026-04-06,2026-04-06,21.85714285714286,16.27,False
2026-04-07,2026-04-07,21.571428571428573,15.87,False
2026-04-08,2026-04-08,29.17142857142857,24.21,False
2026-04-09,2026-04-09,33.800000000000004,30.16,False
2026-04-10,2026-04-10,38.05714285714286,35.71,False
2026-04-13,2026-04-13,40.971428571428575,38.49,False
2026-04-14,2026-04-14,47.25714285714286,45.24,False
2026-04-15,2026-04-15,56.2,62.3,False
2026-04-16,2026-04-16,61.48571428571429,74.21,False
2026-04-17,2026-04-17,68.57142857142858,90.48,False
2026-04-20,2026-04-20,69.97142857142858,92.06,False
2026-04-21,2026-04-21,67.57142857142858,88.89,False
2026-04-22,2026-04-22,68.45714285714286,89.68,False
2026-04-23,2026-04-23,66.17142857142856,85.71,False
2026-04-24,2026-04-24,65.4,84.52,False
2026-04-27,2026-04-27,66.28571428571429,86.51,False
2026-04-28,2026-04-28,67.42857142857142,87.7,False
2026-04-29,2026-04-29,66.22857142857143,85.32,False
2026-04-30,2026-04-30,69.51428571428572,91.27,False
2026-05-01,2026-05-01,71.17142857142856,93.25,False
2026-05-04,2026-05-04,66.88571428571429,86.51,False
2026-05-05,2026-05-05,67.25714285714287,86.51,False
2026-05-06,2026-05-06,68.74285714285715,89.29,False
2026-05-07,2026-05-07,67.28571428571429,86.11,False
2026-05-08,2026-05-08,67.28571428571429,86.11,False
2026-05-11,2026-05-11,66.62857142857143,84.13,False
2026-05-12,2026-05-12,65.68571428571428,80.56,False
2026-05-13,2026-05-13,64.97142857142858,79.37,False
2026-05-14,2026-05-14,65.91428571428573,80.95,False
2026-05-15,2026-05-15,63.22857142857142,69.84,False
2026-05-18,2026-05-18,61.5714285714286,67.46,False
2026-05-19,2026-05-19,59.3714285714286,63.89,False
2026-05-20,2026-05-20,60.2571428571429,65.08,False
2026-05-21,2026-05-21,58.0571428571429,60.32,False
2026-05-22,2026-05-22,58.9714285714286,63.1,False
2026-05-26,2026-05-26,60.9142857142857,66.67,False
2026-05-27,2026-05-27,60.6,66.67,False
2026-05-28,2026-05-28,60.0857142857143,65.87,False
2026-05-29,2026-05-29,59.5142857142857,65.08,False
2026-06-01,2026-06-01,56.5428571428571,55.56,False
2026-06-02,2026-06-02,56.0571428571429,55.16,False
2026-06-03,2026-06-03,53.0285714285714,47.22,False
2026-06-04,2026-06-04,53.8857142857143,48.02,False
2026-06-05,2026-06-05,41.7714285714286,32.94,False
2026-06-08,2026-06-08,40.1142857142857,30.95,False
